19.04.2015                                                                                  Dynamic List Display                                                                                          1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OLTPSOURCE                    |LOGSYS    |OBJVERS|ISOURCE                      |TRANSTRU                  |ISOSTYPE|ISTYPE|TSTPNM  |           TIMESTMP|CONTREL|       CONTTIMESTMP|ISSRCTYPE|INVISIBLE|
|  0FS_CTR_NO_ATTR               |P20CLNT023|D      |0FS_CTR_NO                   |X                         |O       |M     |        |                 0 |7.0/02 |20,050,503,101,848 |         |         |
|  0FS_CTR_TP_TEXT               |P20CLNT023|D      |0FS_CTR_TP                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,121,221 |         |         |
|  0FS_CVALCL_TEXT               |P20CLNT023|D      |0FS_CVALCL                   |X                         |O       |T     |        |                 0 |3.5/03 |20,040,721,122,309 |         |         |
|  0FS_DFLOW_TEXT                |P20CLNT023|D      |0FS_DFLOW                    |X                         |O       |T     |        |                 0 |3.5/03 |20,040,721,122,603 |         |         |
|  0FS_FLW_CY_TEXT               |P20CLNT023|D      |0FS_FLW_CY                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,141,652 |         |         |
|  0FS_FLW_GR_TEXT               |P20CLNT023|D      |0FS_FLG_TP                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,135,144 |         |         |
|  0FS_FLW_TP_ATTR               |P20CLNT023|D      |0FS_FLW_TP                   |X                         |O       |M     |        |                 0 |3.2/01 |20,030,210,134,424 |         |         |
|  0FS_FLW_TP_TEXT               |P20CLNT023|D      |0FS_FLW_TP                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,134,601 |         |         |
|  0FS_ICM_TEXT                  |P20CLNT023|D      |0FS_ICM                      |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,140,230 |         |         |
|  0FS_LOAN_CL_TEXT              |P20CLNT023|D      |0FS_LOAN_CL                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,154,447 |         |         |
|  0FS_LOAN_TP_TEXT              |P20CLNT023|D      |0FS_LOAN_TP                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,154,106 |         |         |
|  0FS_PAIR_TEXT                 |P20CLNT023|D      |0FS_PAIR                     |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,143,055 |         |         |
|  0FS_PORTFOL_TEXT              |P20CLNT023|D      |0FS_PORTFOL                  |X                         |O       |T     |        |                 0 |3.2/01 |20,030,212,114,756 |         |         |
|  0FS_PRD_TP_ATTR               |P20CLNT023|D      |0FS_PRD_TP                   |X                         |O       |M     |        |                 0 |3.2/01 |20,030,218,134,651 |         |         |
|  0FS_PRD_TP_TEXT               |P20CLNT023|D      |0FS_PRD_TP                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,212,115,447 |         |         |
|  0FS_REFIR_ATTR                |P20CLNT023|D      |0FS_REFIR                    |X                         |O       |M     |        |                 0 |3.2/01 |20,030,218,142,247 |         |         |
|  0FS_REFIR_TEXT                |P20CLNT023|D      |0FS_REFIR                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,075,224 |         |         |
|  0FS_REGCON_TEXT               |P20CLNT023|D      |0FS_REGCON                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,623,154,432 |         |         |
|  0FS_RPTYP_TEXT                |P20CLNT023|D      |0FS_RPTYP                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,135,236 |         |         |
|  0FS_SEC_CT_ATTR               |P20CLNT023|D      |0FS_SEC_CT                   |X                         |O       |M     |        |                 0 |3.2/01 |20,030,212,115,037 |         |         |
|  0FS_SEC_CT_TEXT               |P20CLNT023|D      |0FS_SEC_CT                   |X                         |O       |T     |        |                 0 |3.2/01 |20,030,212,115,149 |         |         |
|  0FS_STATE_ATTR                |P20CLNT023|D      |0FS_STATE                    |X                         |O       |M     |        |                 0 |3.2/01 |20,030,218,140,019 |         |         |
|  0FS_STATE_TEXT                |P20CLNT023|D      |0FS_STATE                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,140,121 |         |         |
|  0FS_STATI_TEXT                |P20CLNT023|D      |0FS_STATI                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,135,816 |         |         |
|  0FS_TYPIR_TEXT                |P20CLNT023|D      |0FS_TYPIR                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,210,150,942 |         |         |
|  0FS_VAL_AR_TEXT               |P20CLNT023|D      |0FS_VAL_AR                   |X                         |O       |T     |        |                 0 |3.5/03 |20,040,721,104,911 |         |         |
|  0FS_VAL_CL_TEXT               |P20CLNT023|D      |0FS_VAL_CL                   |X                         |O       |T     |        |                 0 |3.5/03 |20,040,721,114,851 |         |         |
|  0FS_YMETH_TEXT                |P20CLNT023|D      |0FS_YMETH                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,218,134,054 |         |         |
|  0FUNCT_LOC1_ATTR              |P20CLNT023|D      |0FUNCT_LOC                   |X                         |O       |M     |        |                 0 |7.0/02 |20,050,609,083,456 |         |         |
|  0FUNCT_LOC_ATTR               |P20CLNT023|A      |0FUNCT_LOC                   |                          |O       |M     |        |20,000,924,005,522 |       |                 0 |         |         |
|  0FUNCT_LOC_ATTR               |P20CLNT023|D      |0FUNCT_LOC                   |X                         |O       |M     |        |                 0 |7.0/02 |20,050,609,083,149 |         |         |
|  0FUNCT_LOC_TEXT               |P20CLNT023|A      |0FUNCT_LOC                   |                          |O       |T     |        |20,000,924,005,522 |       |                 0 |         |         |
|  0FUNCT_LOC_TEXT               |P20CLNT023|D      |0FUNCT_LOC                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,609,083,844 |         |         |
|  0FUNC_AREA_0112_HIER          |P20CLNT023|D      |0FUNC_AREA                   |                          |O       |H     |        |                 0 |3.0/01 |20,010,308,131,051 |         |         |
|  0FUNC_AREA_PU_ATTR            |P20CLNT023|D      |0FUNC_AREA                   |X                         |O       |M     |        |                 0 |3.5/03 |20,040,702,104,630 |         |         |
|  0FUNC_AREA_TEXT               |P20CLNT023|A      |0FUNC_AREA                   |                          |O       |T     |        |20,000,924,005,522 |       |                 0 |         |         |
|  0FUNC_AREA_TEXT               |P20CLNT023|D      |0FUNC_AREA_TEXT              |X                         |I       |D     |        |                 0 |3.2/01 |20,021,217,155,152 |         |         |
|  0FUNDS_CTR_0312_HIER          |P20CLNT023|D      |0FUNDS_CTR                   |                          |O       |H     |        |                 0 |3.5/03 |20,040,702,105,024 |         |         |
|  0FUNDS_CTR_ATTR               |P20CLNT023|D      |0FUNDS_CTR                   |X                         |O       |M     |        |                 0 |3.0/01 |20,010,313,154,720 |         |         |
|  0FUNDS_CTR_FMFC_PU_HIER       |P20CLNT023|D      |0FUNDS_CTR                   |                          |O       |H     |        |                 0 |2.0/02 |20,000,406,145,854 |         |         |
|  0FUNDS_CTR_PU_ATTR            |P20CLNT023|D      |0FUNDS_CTR                   |X                         |O       |M     |        |                 0 |3.5/03 |20,040,702,104,212 |         |         |
|  0FUNDS_CTR_TEXT               |P20CLNT023|D      |0FUNDS_CTR                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,312,104,355 |         |         |
|  0FUND_0111_HIER               |P20CLNT023|D      |0FUND                        |                          |O       |H     |        |                 0 |3.5/03 |20,040,702,104,944 |         |         |
|  0FUND_PU_ATTR                 |P20CLNT023|D      |0FUND                        |X                         |O       |M     |        |                 0 |3.5/03 |20,040,702,104,322 |         |         |
|  0FUND_TEXT                    |P20CLNT023|D      |0FUND                        |X                         |O       |T     |        |                 0 |3.0/01 |20,010,308,124,018 |         |         |
|  0FUND_TYPE_PU_TEXT            |P20CLNT023|D      |0FUNDTYPE                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,312,102,603 |         |         |
|  0GECCO_ORDER_ATTR             |P20CLNT023|D      |0GECCO_ORDER_ATTR            |X                         |I       |D     |        |                 0 |3.2/01 |20,030,127,121,630 |         |         |
|  0GENDER_TEXT                  |P20CLNT023|A      |0GENDER                      |0GENDER_TEXT_PA           |O       |T     |        |19,990,703,052,107 |2.0/01 |19,990,922,114,044 |         |         |
|  0GENDER_TEXT                  |P20CLNT023|D      |0GENDER                      |X                         |O       |T     |        |                 0 |3.5/03 |20,040,720,093,237 |         |         |
|  0GL_ACCOUNT_ATTR              |P20CLNT023|A      |0GL_ACCOUNT                  |0GL_ACCOUNT_ATTR_PA       |O       |M     |        |                 0 |2.0/02 |20,000,331,162,059 |         |         |
|  0GL_ACCOUNT_ATTR              |P20CLNT023|D      |0GL_ACCOUNT_ATTR             |X                         |I       |D     |        |                 0 |3.2/01 |20,021,217,155,725 |         |         |
|  0GL_ACCOUNT_T011_HIER         |P20CLNT023|D      |0GL_ACCOUNT                  |                          |O       |H     |        |                 0 |3.1/01 |20,020,725,233,856 |         |         |
|  0GL_ACCOUNT_TEXT              |P20CLNT023|A      |0GL_ACCOUNT                  |0GL_ACCOUNT_TEXT_PA       |O       |T     |        |                 0 |2.0/02 |20,000,331,162,439 |         |         |
|  0GL_ACCOUNT_TEXT              |P20CLNT023|D      |0GL_ACCOUNT_TEXT             |X                         |I       |D     |        |                 0 |3.2/01 |20,021,217,155,816 |         |         |
|  0GM_AWDTP_TEXT                |P20CLNT023|D      |0GM_AWDTP                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,172,829 |         |         |
|  0GM_BDGST_TEXT                |P20CLNT023|D      |0GM_BDGST                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,520,104,308 |         |         |
|  0GM_BDPH_TEXT                 |P20CLNT023|D      |0GM_BDPH                     |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,172,027 |         |         |
|  0GM_BDRLS_TEXT                |P20CLNT023|D      |0GM_BDRLS                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,170,737 |         |         |
|  0GM_BDVER_TEXT                |P20CLNT023|D      |0GM_BDVER                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,161,209 |         |         |
|  0GM_BDVLN_ATTR                |P20CLNT023|D      |0GM_BDVLN                    |X                         |O       |M     |        |                 0 |3.3/01 |20,030,701,144,130 |         |         |
|  0GM_BDVLN_TEXT                |P20CLNT023|D      |0GM_BDVLN                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,701,144,948 |         |         |
|  0GM_BLSTA_TEXT                |P20CLNT023|D      |0GM_BLSTA                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,703,084,241 |         |         |
|  0GM_DC02                      |P20CLNT023|D      |0GM_IC02                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,702,072,824 |         |         |
|  0GM_DC04                      |P20CLNT023|D      |0GM_IC04                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,702,085,058 |         |         |
|  0GM_DO01                      |P20CLNT023|D      |0GM_IO01                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,702,072,504 |         |         |
|  0GM_DO03                      |P20CLNT023|D      |0GM_IO03                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,702,072,259 |         |         |
|  0GM_DO05                      |P20CLNT023|D      |0GM_IO05                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,822,123,707 |         |         |
|  0GM_DO06                      |P20CLNT023|D      |0GM_IO06                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,822,102,748 |         |         |
|  0GM_DO07                      |P20CLNT023|D      |0GM_IO07                     |X                         |I       |D     |        |                 0 |3.3/01 |20,030,822,121,955 |         |         |
|  0GM_GRANT_ATTR                |P20CLNT023|D      |0GRANT_NBR                   |X                         |O       |M     |        |                 0 |7.0/02 |20,050,517,121,428 |         |         |
|  0GM_GRANT_TEXT                |P20CLNT023|D      |0GRANT_NBR                   |X                         |O       |T     |        |                 0 |3.3/01 |20,030,701,210,653 |         |         |
|  0GM_GRNTP_TEXT                |P20CLNT023|D      |0GM_GRNTP                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,152,848 |         |         |
|  0GM_LDCOD_TEXT                |P20CLNT023|D      |0GM_LDCOD                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,152,722 |         |         |
|  0GM_LFSTA_TEXT                |P20CLNT023|D      |0GM_LFSTA                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,152,855 |         |         |
|  0GM_RSPTY_TEXT                |P20CLNT023|D      |0GM_RSPTY                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,822,102,026 |         |         |
|  0GM_SCLBI_TEXT                |P20CLNT023|D      |0GM_SCLBI                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,140,706 |         |         |
|  0GM_SCLTY_TEXT                |P20CLNT023|D      |0GM_SCLTY                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,162,739 |         |         |
|  0GM_SPNCL_ATTR                |P20CLNT023|D      |0GM_SPNCL                    |X                         |O       |M     |        |                 0 |3.3/01 |20,030,822,153,916 |         |         |
|  0GM_SPNCL_TEXT                |P20CLNT023|D      |0GM_SPNCL                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,822,154,944 |         |         |
|  0GM_SPNPG_ATTR                |P20CLNT023|D      |0GM_SPNPG                    |X                         |O       |M     |        |                 0 |3.3/01 |20,030,522,173,110 |         |         |
|  0GM_SPNPG_TEXT                |P20CLNT023|D      |0GM_SPNPG                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,161,444 |         |         |
|  0GM_SPNSR_ATTR                |P20CLNT023|D      |0GM_SPNSR                    |X                         |O       |M     |        |                 0 |3.3/01 |20,030,821,142,035 |         |         |
|  0GM_SPNSR_TEXT                |P20CLNT023|D      |0GM_SPNSR                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,702,152,456 |         |         |
|  0GM_STATI_TEXT                |P20CLNT023|D      |0GM_STATI                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,622,114,238 |         |         |
|  0GM_USSTA_TEXT                |P20CLNT023|D      |0GM_USSTA                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,161,314 |         |         |
|  0GM_VLTYP_ATTR                |P20CLNT023|D      |0GM_VLTYP                    |X                         |O       |M     |        |                 0 |3.3/01 |20,030,522,173,019 |         |         |
|  0GM_VLTYP_TEXT                |P20CLNT023|D      |0GM_VLTYP                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,522,160,955 |         |         |
|  0GM_VTCAT_TEXT                |P20CLNT023|D      |0GM_VTCAT                    |X                         |O       |T     |        |                 0 |3.3/01 |20,030,703,215,215 |         |         |
|  0GN_CONV_1                    |PC_FILE   |D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |SAP_DEMO  |D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLAT2_SAP|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLAT3_LEG|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLAT3_SAP|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLAT4_LEG|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLATF_2ND|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLATF_LEG|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GN_CONV_1                    |ZFLATF_SAP|D      |0GN_CONV_1                   |X                         |I       |D     |        |                 0 |3.0/02 |20,020,417,110,614 |         |         |
|  0GROUPING_TEXT                |P20CLNT023|D      |0GROUPING                    |X                         |O       |T     |        |                 0 |2.0/02 |20,000,322,081,827 |         |         |
|  0GTR_GPMATHG_TEXT             |P2CCLNT023|D      |0GTR_ATHGRP                  |X                         |O       |T     |        |                 0 |7.0/03 |20,060,518,174,135 |         |         |
|  0GTR_GPMELM_ATTR              |P2CCLNT023|D      |0GTR_GPMELM                  |X                         |O       |M     |        |                 0 |7.0/03 |20,060,518,172,907 |         |         |
|  0GTR_GPMELM_TEXT              |P2CCLNT023|D      |0GTR_GPMELM                  |X                         |O       |T     |        |                 0 |7.0/03 |20,060,518,175,242 |         |         |
|  0GTR_GPMHIER_FULL             |P2CCLNT023|D      |0GTR_GPMELM                  |                          |O       |H     |        |                 0 |7.0/02 |20,050,411,201,606 |         |         |
|  0GTR_GPMOBJCL_TEXT            |P2CCLNT023|D      |0GTR_OBJCAT                  |X                         |O       |T     |        |                 0 |7.0/03 |20,060,518,175,524 |         |         |
|  0GTR_GPMPTYPE_TEXT            |P2CCLNT023|D      |                             |                          |        |      |        |                 0 |7.0/03 |20,060,518,174,709 |         |         |
|  0GTSCENARIO_TEXT              |P20CLNT023|D      |0GTSCENARIO                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,165,427 |         |         |
|  0GT_ABSSC_TEXT                |P20CLNT023|D      |0GT_ABSSC                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,142,333 |         |         |
|  0GT_BSARK_SD_TEXT             |P20CLNT023|D      |0GT_BSARKSD                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,142,722 |         |         |
|  0GT_BSART_TEXT                |P20CLNT023|D      |0GT_BSART                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,151,545 |         |         |
|  0GT_BSTAE_MM_TEXT             |P20CLNT023|D      |0GT_BSTAEMM                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,142,827 |         |         |
|  0GT_BTBSTA_TEXT               |P20CLNT023|D      |0GT_BTBSTA                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,143,524 |         |         |
|  0GT_BWTTYPMM_TEXT             |P20CLNT023|D      |0GT_BWTTYMM                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,143,820 |         |         |
|  0GT_CUFOTYP_TEXT              |P20CLNT023|D      |0GT_CUFOTYP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,144,051 |         |         |
|  0GT_DOCTYP_TEXT               |P20CLNT023|D      |0GT_DOCTYP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,131,135 |         |         |
|  0GT_EVERS_MM_TEXT             |P20CLNT023|D      |0GT_EVERSMM                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,144,916 |         |         |
|  0GT_HKPSTP_TEXT               |P20CLNT023|D      |0GT_HKPSTP                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,144,407 |         |         |
|  0GT_KNTTYP_MM_TEXT            |P20CLNT023|D      |0GT_KNTTPMM                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,145,157 |         |         |
|  0GT_LFSPG_TEXT                |P20CLNT023|D      |0GT_LFSPG                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,145,620 |         |         |
|  0GT_MSTEP_TEXT                |P20CLNT023|D      |0GT_MSTEP                    |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,161,136 |         |         |
|  0GT_PORTFOL_ATTR              |P20CLNT023|D      |0GT_PORTFOL                  |X                         |O       |M     |        |                 0 |3.5/02 |20,040,304,120,426 |         |         |
|  0GT_PORTFOL_TEXT              |P20CLNT023|D      |0GT_PORTFOL                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,304,120,552 |         |         |
|  0GT_POSTYP_TEXT               |P20CLNT023|D      |0GT_POSTYP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,308,134,558 |         |         |
|  0GT_PZUST_TEXT                |P20CLNT023|D      |0GT_PZUSTP                   |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,150,057 |         |         |
|  0GT_RISKTYP_TEXT              |P20CLNT023|D      |0GT_RISKTYP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,143,445 |         |         |
|  0GT_R_TYPE_TEXT               |P20CLNT023|D      |0GT_R_TYPE                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,165,754 |         |         |
|  0GT_SIDE_TEXT                 |P20CLNT023|D      |0GT_SIDE                     |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,165,941 |         |         |
|  0GT_TCGROUP_TEXT              |P20CLNT023|D      |0GT_TCGROUP                  |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,150,629 |         |         |
|  0GT_TCTYP_TEXT                |P20CLNT023|D      |0GT_TCTYP                    |X                         |O       |T     |        |                 0 |7.0/02 |20,050,512,151,051 |         |         |
|  0GT_VALTYPE_TEXT              |P20CLNT023|D      |0GT_VALTYPE                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,127,170,108 |         |         |
|  0GT_WBPCH_TEXT                |P20CLNT023|D      |0GT_WBPCH                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,221,092,301 |         |         |
|  0HAP_DOC_ID_ATTR              |P20CLNT023|D      |0HAP_DOC_ID                  |X                         |O       |M     |        |                 0 |3.3/01 |20,050,407,153,852 |         |         |
|  0HAP_DOC_ID_TEXT              |P20CLNT023|D      |0HAP_DOC_ID                  |X                         |O       |T     |        |                 0 |7.0/03 |20,070,806,121,743 |         |         |
|  0HAP_ROW_ID_TEXT              |P20CLNT023|D      |0HAP_ROW_ID                  |X                         |O       |T     |        |                 0 |7.0/03 |20,070,903,113,235 |         |         |
|  0HAP_STATUS_TEXT              |P20CLNT023|D      |0HAP_STATUS                  |X                         |O       |T     |        |                 0 |7.0/03 |20,070,903,111,032 |         |         |
|  0HAP_SUBSTA_TEXT              |P20CLNT023|D      |0HAP_SUBSTA                  |X                         |O       |T     |        |                 0 |7.0/04 |20,090,127,140,906 |         |         |
|  0HAP_VALUE_TEXT               |P20CLNT023|D      |0HAP_VALUE                   |X                         |O       |T     |        |                 0 |7.0/03 |20,070,903,112,921 |         |         |
|  0HAP_VA_TEXT                  |P20CLNT023|D      |0HAP_VA                      |X                         |O       |T     |        |                 0 |7.0/03 |20,070,806,113,720 |         |         |
|  0HAP_VB_TEXT                  |P20CLNT023|D      |0HAP_VB                      |X                         |O       |T     |        |                 0 |7.0/03 |20,070,806,122,827 |         |         |
|  0HAP_VC_TEXT                  |P20CLNT023|D      |0HAP_VC                      |X                         |O       |T     |        |                 0 |7.0/03 |20,070,903,124,416 |         |         |
|  0HAP_V_LIST_TEXT              |P20CLNT023|D      |0HAP_V_LIST                  |X                         |O       |T     |        |                 0 |7.0/03 |20,070,903,113,123 |         |         |
|  0HCP_CITM_ATTR                |P20CLNT023|D      |0HCP_CITM                    |X                         |O       |M     |        |                 0 |3.2/01 |20,030,107,101,741 |         |         |
|  0HCP_CITM_TEXT                |P20CLNT023|D      |0HCP_CITM                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,101,829 |         |         |
|  0HCP_CITP_TEXT                |P20CLNT023|D      |0HCP_CITP                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,101,940 |         |         |
|  0HCP_DBAS_TEXT                |P20CLNT023|D      |0HCP_DBAS                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,101,612 |         |         |
|  0HCP_PCON_TEXT                |P20CLNT023|D      |0HCP_PCON                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,102,305 |         |         |
|  0HCP_PLAN_ATTR                |P20CLNT023|D      |0HCP_PLAN                    |X                         |O       |M     |        |                 0 |3.2/01 |20,030,107,102,104 |         |         |
|  0HCP_PLAN_TEXT                |P20CLNT023|D      |0HCP_PLAN                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,102,202 |         |         |
|  0HCP_SCEN_TEXT                |P20CLNT023|D      |0HCP_SCEN                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,102,416 |         |         |
|  0HCP_STYP_TEXT                |P20CLNT023|D      |0HCP_STYP                    |X                         |O       |T     |        |                 0 |3.2/01 |20,030,107,102,347 |         |         |
|  0HC_ACCIIND_TEXT              |P20CLNT023|D      |0HC_ACCIIND                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,506,144,555 |         |         |
|  0HC_ACCOCTG_ATTR              |P20CLNT023|D      |0HC_ACCOCTG                  |X                         |O       |M     |        |                 0 |3.0/01 |20,010,509,122,043 |         |         |
|  0HC_ACCOCTG_TEXT              |P20CLNT023|D      |0HC_ACCOCTG                  |X                         |O       |T     |        |                 0 |3.0/01 |20,010,509,124,207 |         |         |
|  0HC_ADDRESS_ATTR              |P20CLNT023|D      |0HC_ADDRESS                  |X                         |O       |M     |        |                 0 |3.0/02 |20,011,210,155,258 |         |         |
|  0HC_AGEGRPC_TEXT              |P20CLNT023|D      |0HC_AGEGRPC                  |X                         |O       |T     |        |                 0 |3.1/01 |20,020,717,153,254 |         |         |
|  0HC_AGEGRP_ATTR               |P20CLNT023|D      |0HC_AGEGRP                   |X                         |O       |M     |        |                 0 |3.1/01 |20,020,716,162,058 |         |         |
|  0HC_AGEGRP_TEXT               |P20CLNT023|D      |0HC_AGEGRP                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,312,124,730 |         |         |
|  0HC_AGENT_TEXT                |P20CLNT023|D      |0HC_AGENT                    |X                         |O       |T     |        |                 0 |3.1/01 |20,020,731,103,018 |         |         |
|  0HC_ANALYTP_TEXT              |P20CLNT023|D      |0HC_ANALYTP                  |X                         |O       |T     |        |                 0 |3.5/02 |20,040,225,091,909 |         |         |
|  0HC_APPRTYP_TEXT              |P20CLNT023|D      |0HC_APPRTYP                  |X                         |O       |T     |        |                 0 |3.1/01 |20,020,731,101,448 |         |         |
|  0HC_BEDS                      |P20CLNT023|D      |0HC_BEDS                     |X                         |I       |D     |        |                 0 |3.5/02 |20,040,312,105,542 |         |         |
|  0HC_BILLST_TEXT               |P20CLNT023|D      |0HC_BILLST                   |X                         |O       |T     |        |                 0 |3.1/01 |20,020,716,161,422 |         |         |
|  0HC_BILLTP_TEXT               |P20CLNT023|D      |0HC_BILLTP                   |X                         |O       |T     |        |                 0 |3.5/03 |20,040,719,154,211 |         |         |
|  0HC_BLDCTG_ATTR               |P20CLNT023|D      |0HC_BLDCTG                   |X                         |O       |M     |        |                 0 |3.0/01 |20,010,725,092,338 |         |         |
|  0HC_BLDCTG_TEXT               |P20CLNT023|D      |0HC_BLDCTG                   |X                         |O       |T     |        |                 0 |3.0/01 |20,010,725,092,804 |         |         |
|  0HC_BLDTP_TEXT                |P20CLNT023|D      |0HC_BLDTP                    |X                         |O       |T     |        |                 0 |3.0/02 |20,011,210,160,235 |         |         |
|  0HC_BLDUNIT_ATTR              |P20CLNT023|D      |0HC_BLDUNIT                  |X                         |O       |M     |        |                 0 |3.0/02 |20,011,210,160,414 |         |         |
|  0HC_BLDUNIT_TEXT              |P20CLNT023|D      |0HC_BLDUNIT                  |X                         |O       |T     |        |                 0 |3.0/02 |20,011,210,160,515 |         |         |
|  0HC_BPARTN_ATTR               |P20CLNT023|D      |0HC_BPARTN                   |X                         |O       |M     |        |                 0 |3.5/02 |20,040,115,135,946 |         |         |
|  0HC_BPARTN_TEXT               |P20CLNT023|D      |0HC_BPARTN                   |X                         |O       |T     |        |                 0 |3.5/02 |20,040,115,135,845 |         |         |
|  0HC_CASECTG_TEXT              |P20CLNT023|D      |0HC_CASECTG                  |X                         |O       |T     |        |                 0 |3.5/02 |20,031,223,132,316 |         |         |
