21.04.2015                     Dynamic List Display                            1
--------------------------------------------------------------------------------
-----------------------------------------------------------------------
|  INFOCUBE     |OBJVERS|POSIT|PARTCUBE     |DELTAPROV|DELTAPAIRCLASNM|
|  ZM00078      |A      |    3|ZC00018      |         |               |
|  ZM00078      |A      |    4|ZC00038      |         |               |
|  ZM00078      |A      |    5|ZC00176      |         |               |
|  ZM00078      |A      |    6|ZC00177      |         |               |
|  ZM00078      |A      |    7|ZC00178      |         |               |
|  ZM00078      |A      |    8|ZC00194      |         |               |
|  ZM00078      |A      |    9|ZC00193      |         |               |
|  ZM00078      |A      |   10|ZC00204      |         |               |
|  ZM00078      |M      |    1|ZC00014      |         |               |
|  ZM00078      |M      |    2|ZC00016      |         |               |
|  ZM00078      |M      |    3|ZC00018      |         |               |
|  ZM00078      |M      |    4|ZC00038      |         |               |
|  ZM00078      |M      |    5|ZC00176      |         |               |
|  ZM00078      |M      |    6|ZC00177      |         |               |
|  ZM00078      |M      |    7|ZC00178      |         |               |
|  ZM00078      |M      |    8|ZC00194      |         |               |
|  ZM00078      |M      |    9|ZC00193      |         |               |
|  ZM00078      |M      |   10|ZC00204      |         |               |
|  ZM00079      |A      |    1|ZC00189      |         |               |
|  ZM00079      |M      |    1|ZC00189      |         |               |
|  ZM00080      |A      |    1|ZC00186      |         |               |
|  ZM00080      |M      |    1|ZC00186      |         |               |
|  ZM00081      |A      |    1|ZC00183      |         |               |
|  ZM00081      |M      |    1|ZC00183      |         |               |
|  ZM00082      |A      |    1|ZC00192      |         |               |
|  ZM00082      |M      |    1|ZC00192      |         |               |
|  ZM00083      |A      |    1|ZC00196      |         |               |
|  ZM00083      |M      |    1|ZC00196      |         |               |
|  ZM00085      |A      |    1|ZC00187      |         |               |
|  ZM00085      |A      |    2|ZC00186      |         |               |
|  ZM00085      |M      |    1|ZC00187      |         |               |
|  ZM00085      |M      |    2|ZC00186      |         |               |
|  ZM00086      |A      |    1|ZO00193      |         |               |
|  ZM00086      |A      |    2|ZIS00012     |         |               |
|  ZM00086      |M      |    1|ZO00193      |         |               |
|  ZM00086      |M      |    2|ZIS00012     |         |               |
|  ZM00087      |A      |    1|ZO00182      |         |               |
|  ZM00087      |M      |    1|ZO00182      |         |               |
|  ZM00088      |A      |    1|ZC00198      |         |               |
|  ZM00088      |A      |    2|ZC00081      |         |               |
|  ZM00088      |A      |    3|ZC00191      |         |               |
|  ZM00088      |A      |    4|ZC00097      |         |               |
|  ZM00088      |A      |    5|ZC00202      |         |               |
|  ZM00088      |M      |    1|ZC00198      |         |               |
|  ZM00088      |M      |    2|ZC00081      |         |               |
|  ZM00088      |M      |    3|ZC00191      |         |               |
|  ZM00088      |M      |    4|ZC00097      |         |               |
|  ZM00088      |M      |    5|ZC00202      |         |               |
|  ZM00089      |A      |    1|ZC00201      |         |               |
|  ZM00089      |M      |    1|ZC00201      |         |               |
|  ZM00090      |A      |    1|ZC00203      |         |               |
|  ZM00090      |M      |    1|ZC00203      |         |               |
|  ZM00091      |A      |    1|ZO00125      |         |               |
|  ZM00091      |A      |    2|ZO00129      |         |               |
|  ZM00091      |A      |    3|ZC00081      |         |               |
|  ZM00091      |A      |    4|ZC00108      |         |               |
|  ZM00091      |A      |    5|ZC00190      |         |               |
|  ZM00091      |M      |    1|ZO00125      |         |               |
|  ZM00091      |M      |    2|ZO00129      |         |               |
|  ZM00091      |M      |    3|ZC00081      |         |               |
|  ZM00091      |M      |    4|ZC00108      |         |               |
|  ZM00091      |M      |    5|ZC00190      |         |               |
|  ZM00092      |A      |    1|ZC00207      |         |               |
|  ZM00092      |M      |    1|ZC00207      |         |               |
|  ZM00093      |A      |    1|ZC00208      |         |               |
|  ZM00093      |M      |    1|ZC00208      |         |               |
|  ZM00094      |A      |    1|ZO00210      |         |               |
|  ZM00094      |M      |    1|ZO00210      |         |               |
|  ZM00096      |A      |    1|ZC00014      |         |               |
|  ZM00096      |A      |    2|ZC00016      |         |               |
|  ZM00096      |A      |    3|ZC00018      |         |               |
|  ZM00096      |A      |    4|ZC00038      |         |               |
|  ZM00096      |A      |    5|ZC00209      |         |               |
|  ZM00096      |M      |    1|ZC00014      |         |               |
|  ZM00096      |M      |    2|ZC00016      |         |               |
|  ZM00096      |M      |    3|ZC00018      |         |               |
|  ZM00096      |M      |    4|ZC00038      |         |               |
|  ZM00096      |M      |    5|ZC00209      |         |               |
|  ZM00097      |A      |    1|ZC00210      |         |               |
|  ZM00097      |M      |    1|ZC00210      |         |               |
|  ZM00098      |A      |    1|ZC00211      |         |               |
|  ZM00098      |M      |    1|ZC00211      |         |               |
|  ZM00099      |A      |    1|ZC00212      |         |               |
|  ZM00099      |M      |    1|ZC00212      |         |               |
-----------------------------------------------------------------------
