19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  0IZH5H6QS192W5KROOAFUOKP08BWJ5N9|D      |INA    |7.0/03 |20,070,119,155,538 |SAP     |      |       |SAP     |20,070,119,155,538 |RSDS      |             |0CCMS_ASR_DATA                P2SCLNT023|CUBE      |             |0CCMSESIS                 |                         |                         |4OQKV3Z26WG1P9JUXRGUO9EEL|4OQKV46QPV1R7W3B3LJ6YBD4D|                         |         0 |               |         |0T8O186ALUKYS7LLOJH3VZTJVC76UTMG|4OQKV4EF8TNGQIMR9FLJ8DBU5|          |0T8O186ALUKYS7LLOJH3VZTJVC76UTMG|     |     |                                                            |
|  0IZH9NJ0M4JMSGLFTFRWRK4B7NTLRZRE|D      |INA    |7.0/03 |20,071,220,003,654 |SAP     |      |       |SAP     |20,071,220,003,654 |RSDS      |             |0GCC_GENOBJ_ROLE_TEXT         PC_FILE   |ODSO      |             |0GCC_ROLD                 |                         |                         |                         |4GWADNQHBQD5WH26QS1FUA4VH|                         |         0 |               |         |0AO5OCZXDWORT1UARLPHHXJQTN5IFH3B|4GWADNY5UOYVF3LMWM3S4C3L9|          |0AO5OCZXDWORT1UARLPHHXJQTN5IFH3B|     |     |                                                            |
|  0IZN0VR422E5FXCF5CZ5ZSVDOXLVC8TV|D      |INA    |7.0/04 |20,091,127,093,202 |SAP     |      |       |SAP     |20,091,127,093,202 |RSDS      |             |0UC_WSTCST_TEXT               R/3701    |IOBJ      |TEXT         |0UC_WSTCST                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0IZRRZ02WG7I0AMM4DFCPXVFJHLGINTX|A      |ACT    |       |                 0 |10142879|      |X      |10161884|20,130,425,105,650 |RSDS      |             |ZSCHURDLE                     PC_FILE   |IOBJ      |ATTR         |ZSCHURDLE                 |                         |                         |                         |                         |4HU5N2P7K9B8DTDKSC26EGTV1|         0 |               |         |                                |                         |          |0IZRRZ02WG7I0AMM4DFCPXVFJHLGINTX|     |     |                                                            |
|  0IZRRZ02WG7I0AMM4DFCPXVFJHLGINTX|M      |ACT    |       |                 0 |10142879|      |X      |50221927|20,110,321,153,639 |RSDS      |             |ZSCHURDLE                     PC_FILE   |IOBJ      |ATTR         |ZSCHURDLE                 |                         |                         |                         |                         |4HU5N2P7K9B8DTDKSC26EGTV1|         0 |               |         |                                |                         |          |0IZRRZ02WG7I0AMM4DFCPXVFJHLGINTX|     |     |                                                            |
|  0IZUH1MSMB9I6OEXQGZD961WQLNRG0G6|D      |INA    |7.0/03 |20,071,205,013,720 |SAP     |      |X      |SAP     |20,071,205,013,720 |RSDS      |             |0GCC_USRMAP                   ZFLATF_LEG|ODSO      |             |0GCC_MUSR                 |4GWB5C650IHC4G0ROVQC53KTP|                         |                         |4GWB5CDTJH31N2K7UPSOF5JJH|                         |         0 |               |         |01IB73G77Q8UBIL93UTCXGVBVJC75AJ0|4GWB5CLI2FOR5P3O0JV0P7I99|          |01IB73G77Q8UBIL93UTCXGVBVJC75AJ0|     |     |                                                            |
|  0J06YYIIWUKP30VHKCEDZ6SM78HETQQR|D      |INA    |7.0/03 |20,071,211,191,003 |SAP     |      |       |SAP     |20,071,211,191,003 |RSDS      |             |0GCC_MITROLE                  ZFLAT3_LEG|CUBE      |             |0GCC_MTRL                 |                         |                         |                         |                         |                         |         0 |               |         |0MK4UJV02RR8ZBVR66VLGC6YS9E7H67U|                         |          |0MK4UJV02RR8ZBVR66VLGC6YS9E7H67U|     |     |                                                            |
|  0J0BA1AEAMX2MIQ10N4ZIJRC0EX5DW83|D      |INA    |7.0/03 |20,070,906,110,338 |SAP     |      |       |SAP     |20,070,906,110,338 |RSDS      |             |0CCMS_ASR_DATA                SAP002    |CUBE      |             |0CCMSAETP                 |                         |                         |4620YQOA65HV46Q9Y00RRBA3V|4620YOYTYGO6Z6EONBI1IVKDN|                         |         0 |               |X        |                                |4620YP6IHF9WHSY4T5KDSXJ3F|          |                                |     |     |                                                            |
|  0J0FBYXNKTTXQ2W24IEIT5VCJTASKNYT|A      |ACT    |       |                 0 |10075295|      |X      |10161884|20,130,425,105,659 |RSDS      |             |KS00223                       ZFLATF_SAP|ODSO      |             |ZO00202                   |                         |                         |                         |                         |4S7II7V2GCIDFVX5PD1J5XVZL|         0 |               |         |                                |                         |          |0J0FBYXNKTTXQ2W24IEIT5VCJTASKNYT|     |     |                                                            |
|  0J0FBYXNKTTXQ2W24IEIT5VCJTASKNYT|M      |ACT    |       |                 0 |10075295|      |X      |10075295|20,121,018,153,930 |RSDS      |             |KS00223                       ZFLATF_SAP|ODSO      |             |ZO00202                   |                         |                         |                         |                         |4S7II7V2GCIDFVX5PD1J5XVZL|         0 |               |         |                                |                         |          |0J0FBYXNKTTXQ2W24IEIT5VCJTASKNYT|     |     |                                                            |
|  0J0SMYY652SV7INFLU31BBUBFOX42Y0B|D      |INA    |7.0/04 |20,090,420,172,343 |SAP     |      |X      |SAP     |20,090,420,172,343 |TRCS      |             |0ECLASS_ATTR_TEXT                       |IOBJ      |ATTR         |0GN_CAT_PUR               |                         |                         |                         |7KU37C7GI8C27J80DP5HDDK3W|                         |         0 |               |         |                                |7KU37C7GI8C27J80DP5KJNKV1|          |                                |     |     |                                                            |
|  0J0UNBA7DQJJPS8SSJH0C4V3OX105ITE|D      |INA    |7.0/03 |20,070,903,100,608 |SAP     |      |       |SAP     |20,070,903,100,608 |RSDS      |             |0CO_PC_PCP_30                 SAP603    |CUBE      |             |0PCCP_C30                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J0VNZDGCYGK80AE6DYAJQE6ON5D1HI1|D      |INA    |7.0/03 |20,080,201,153,723 |SAP     |      |       |SAP     |20,080,201,153,723 |RSDS      |             |0BA_ALM_PRINCAMT              SAP_DEMO  |ODSO      |             |0BA_ALM1                  |                         |                         |                         |                         |                         |         0 |               |         |0LP78J6833WW4G0RGG4XKLUHQXGCSLY0|                         |          |0LP78J6833WW4G0RGG4XKLUHQXGCSLY0|     |     |                                                            |
|  0J0W5C50T4T5MDUPEXUMX5FQVIRCNDOG|D      |INA    |7.0/05 |20,090,227,160,034 |SAP     |      |       |SAP     |20,090,227,160,034 |RSDS      |             |0GFN_FLAG_TEXT                SAPGRC010 |IOBJ      |TEXT         |0GFN_FLAG                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J0Y1P0Y0FADPRS6AE8XEV8YM4PC3OF4|D      |INA    |7.0/03 |20,061,229,232,112 |SAP     |      |       |SAP     |20,061,229,232,112 |RSDS      |             |0SRM_MD_CM_OTYP_TEXT          R/3700    |IOBJ      |TEXT         |0SRM_MD_OTY               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J0YMCKUQE0SKZZBH4034OYKRG0UL2E9|D      |INA    |7.0/03 |20,070,920,150,821 |SAP     |      |       |SAP     |20,070,920,150,821 |RSDS      |             |0UC_REGINST_STR_ATTR          R/3700    |ODSO      |             |0UCIODS02                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J0ZO6X3XS242BIZ41VB1KNI1W8PHVYF|D      |INA    |7.0/03 |20,070,529,103,143 |SAP     |      |X      |SAP     |20,070,529,103,143 |TRCS      |             |0SRM_TD_SRV                             |ODSO      |             |0SRSV_DS1                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0J10E03SJXZ13C0A1AOLRJDJA6YLPR9P|D      |INA    |7.0/03 |20,071,129,222,601 |SAP     |      |       |SAP     |20,071,129,222,601 |RSDS      |             |0GCC_RULESET_TEXT             ZFLAT4_LEG|IOBJ      |TEXT         |0GCC_RULSET               |                         |                         |                         |                         |                         |         0 |               |         |0IM9DVIUD4U7FRLFEN3AVQ4ETMPQOFP2|                         |          |0IM9DVIUD4U7FRLFEN3AVQ4ETMPQOFP2|     |     |                                                            |
|  0J17U6KFB9F1ACK2S752AA61A0RTXBQ2|D      |INA    |7.0/03 |20,080,201,153,840 |SAP     |      |       |SAP     |20,080,201,153,840 |RSDS      |             |0BA_ALM_REPRICING             ZFLAT2_SAP|ODSO      |             |0BA_ALM1                  |                         |                         |                         |                         |                         |         0 |               |         |0T2NTLQH7XA2LR3E89UIFJ37FYYP4PA0|                         |          |0T2NTLQH7XA2LR3E89UIFJ37FYYP4PA0|     |     |                                                            |
|  0J1E46RYLBRJFO40IYRXP5NDG62QL1W6|D      |INA    |7.0/03 |20,071,219,193,521 |SAP     |      |X      |SAP     |20,071,219,193,521 |RSDS      |             |0GCC_DETDESC_MITREF           SAP_DEMO  |ODSO      |             |0GCC_MCLD                 |                         |                         |                         |4GWAHDY0MBO0CAVKP2XZILP9P|                         |         0 |               |         |0CF6525GDF58YSYYH33F2ZV0R0K88GJV|4GWAHE5P5A9PUXF0UX0BSNNZH|          |0CF6525GDF58YSYYH33F2ZV0R0K88GJV|     |     |                                                            |
|  0J1MKMR4C02HO8K04TFM5XEX1SDP315D|D      |INA    |7.0/03 |20,080,114,213,155 |SAP     |      |X      |SAP     |20,080,114,213,155 |RSDS      |             |0PCQM_OBJ_TXT                 P2WCLNT023|IOBJ      |TEXT         |0PCQMOBJ                  |                         |                         |                         |                         |                         |         0 |               |         |0T6WJNX94MT87HUYQW0TZRTQTFDOF910|                         |          |0T6WJNX94MT87HUYQW0TZRTQTFDOF910|     |     |                                                            |
|  0J1PZE60U946AVRKOZ67MX1LO60UURWB|D      |INA    |7.0/03 |20,071,224,020,126 |SAP     |      |X      |SAP     |20,071,224,020,126 |RSDS      |             |0GAE_ATCH_AR                            |ODSO      |             |0GAE_ARAT                 |                         |                         |                         |4880KIMEC1ERGR428I2LJH90R|                         |         0 |               |X        |                                |4880KIU2V00GZDNIEC4XTJ7QJ|          |                                |     |     |0GAE_ATCH_AR VFACLNT000 -> ODSO 0GAE_ARAT                   |
|  0J2E3AR41PTIB6P7L9353KVYN67WPNR6|D      |INA    |7.0/04 |20,080,228,080,613 |SAP     |      |       |SAP     |20,080,228,080,613 |RSDS      |             |0FC_STEP_TEXT                 SAP604    |IOBJ      |TEXT         |0FC_STEP                  |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J2HTEDJAKGH9667ZJSNBKE915J1AF16|D      |INA    |7.0/05 |20,090,227,162,257 |SAP     |      |       |SAP     |20,090,227,162,257 |RSDS      |             |0GPC_CN_MATAR_TEXT            SAPGRC010 |IOBJ      |TEXT         |0GPC_CNMATA               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J2LX383PJ2BLUGGE1K493BM84FUTQN8|D      |INA    |7.0/05 |20,090,417,120,641 |SAP     |      |X      |SAP     |20,090,417,120,641 |ODSO      |             |0GLX_DS01                               |CUBE      |             |0GLX_C01                  |57XDIYL6Q6PYS2OAEE0JQN5EY|                         |                         |5A23OAJS3KGMX8UUM1Q2KYSKQ|                         |         0 |               |         |                                |5C6TTMIDGY7B2F1ETPFLFAFQI|          |                                |     |     |                                                            |
|  0J2YBJBQD4WWJLUODT1GT5J3TGBXXLCH|D      |INA    |7.0/03 |20,070,418,091,211 |SAP     |      |X      |SAP     |20,070,418,091,211 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      R/3700    |CUBE      |             |0CCMWRRCD                 |                         |                         |40467E7OTRXKCR26XI3W7Q8SF|40467DSBRUQ5BHZALTZ7NMBCV|                         |         0 |               |X        |                                |45GNTXPYI9PEXOXDMN0B1OS1Q|          |                                |     |     |                                                            |
|  0J31XEW5QRUZVSXHORLC5NIA9IG8FJWI|D      |INA    |7.0/03 |20,071,223,151,133 |SAP     |      |X      |SAP     |20,071,223,151,133 |RSDS      |             |0GAE_RVW_CRD_AR               ZFLATF_2ND|ODSO      |             |0GAE_RVCR                 |                         |                         |                         |                         |                         |         0 |               |         |00VKD1CV75SHNXTJKDIUYM715Z3SQF13|                         |          |00VKD1CV75SHNXTJKDIUYM715Z3SQF13|     |     |                                                            |
|  0J385EP2AQB3E3VN04W7VLM6PV4D8H8C|D      |INA    |7.0/03 |20,071,219,191,502 |SAP     |      |       |SAP     |20,071,219,191,502 |RSDS      |             |0GCC_FUNC_TEXT                ZFLATF_2ND|ODSO      |             |0GCC_FNLD                 |                         |                         |                         |4GWB0XMXOCFOP8M79DEWMK2ST|                         |         0 |               |         |0PDX3TQWBNM87BARP9BFQBEWDXN8L4E3|4GWB0XUM7B1E7V5NF7H8WM1IL|          |0PDX3TQWBNM87BARP9BFQBEWDXN8L4E3|     |     |                                                            |
|  0J396LQNBNM562FJKI4FOL1C4516EDHR|D      |INA    |7.0/03 |20,080,124,163,254 |SAP     |      |       |SAP     |20,080,124,163,254 |RSDS      |             |0BA_ALM_PRINCAMT              PC_FILE   |IOBJ      |TEXT         |0BA_PLANACC               |                         |                         |                         |                         |                         |         0 |               |         |00ELE07OZJXV1SWVLY61YS3XBW33YBXB|                         |          |00ELE07OZJXV1SWVLY61YS3XBW33YBXB|     |     |                                                            |
|  0J3AF7VSP88MI0LRWAFB39V8N85LWQ52|D      |INA    |7.0/03 |20,071,221,002,203 |SAP     |      |       |SAP     |20,071,221,002,203 |RSDS      |             |0GCC_SUPP_TEXT                ZFLAT3_SAP|ODSO      |             |0GCC_SPLD                 |                         |                         |                         |4GWATLHHMDW663SELGWMV08BX|                         |         0 |               |         |0B1KR7RV2CAD5X414S6TKCJ874MLCTO5|4GWATLP65CHVOQBURAYZ5271P|          |0B1KR7RV2CAD5X414S6TKCJ874MLCTO5|     |     |                                                            |
|  0J3C09FTTSV5N0HW4NPZA1FWI0A9VZMY|D      |INA    |7.0/03 |20,071,126,201,650 |SAP     |      |       |SAP     |20,071,126,201,650 |RSDS      |             |0GCC_RISKRS                   ZFLATF_LEG|ODSO      |             |0GCC_RS                   |                         |                         |                         |                         |                         |         0 |               |         |0DUFL3W9QOJ9FC3XSB8TS43AJZRL9MD6|                         |          |0DUFL3W9QOJ9FC3XSB8TS43AJZRL9MD6|     |     |                                                            |
|  0J3MJ29MY3DY42ZJY9S56IV15N2X1GK6|D      |INA    |7.0/03 |20,080,104,215,901 |SAP     |      |       |SAP     |20,080,104,215,901 |RSDS      |             |0GPC_C_TY_TEXT                SAP000001 |IOBJ      |TEXT         |0GPC_C_TY                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J3OTZB56CM2W66ESBYK4JJOW11JYP7B|D      |INA    |7.0/03 |20,071,210,044,114 |SAP     |      |       |SAP     |20,071,210,044,114 |RSDS      |             |0GAE_WPHST                    ZFLATF_2ND|ODSO      |             |0GAE_WHST                 |                         |                         |                         |                         |                         |         0 |               |         |09M7Q1IDGSDA4E9CYYNYX866L8UYOLNE|                         |          |09M7Q1IDGSDA4E9CYYNYX866L8UYOLNE|     |     |                                                            |
|  0J45U1KYAH1OOLZ4Z1T7VDCCJM13OLTV|D      |INA    |7.0/03 |20,060,322,163,505 |SAP     |      |X      |SAP     |20,060,322,163,505 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2CCLNT023|ODSO      |             |0CCMWDRSD                 |                         |                         |4SZ8D348C6W6UXQO9TJXVDLIP|4SZ8D3BWV5HWDKA4FNMA5FK8H|                         |         0 |               |         |0BL1BEBZOUK4OKO5M8YS8EAZL87XE8NL|                         |          |0BL1BEBZOUK4OKO5M8YS8EAZL87XE8NL|     |     |                                                            |
|  0J4652HTT31VXNMAWTLEQK5GX923FU3P|D      |INA    |7.0/03 |20,071,121,211,228 |SAP     |      |       |SAP     |20,071,121,211,228 |RSDS      |             |0GCC_GENOBJ_ROLE_TEXT         ZFLAT3_SAP|IOBJ      |TEXT         |0GCC_ROLE                 |                         |                         |                         |                         |                         |         0 |               |         |0NBNBRRDXJVG6VKQOY8BVNXBZHZCLQO3|                         |          |0NBNBRRDXJVG6VKQOY8BVNXBZHZCLQO3|     |     |                                                            |
|  0J4656VG8VD8LAB6VLCSP0Z6A8TEX7LX|D      |INA    |7.0/03 |20,070,119,155,818 |SAP     |      |       |SAP     |20,070,119,155,818 |RSDS      |             |0CCMS_ASR_DATA                P2WCLNT023|CUBE      |             |0CCMSAFRO                 |                         |                         |4H91RYOXSONEZCUTXQ4VXHELP|4H91RYWMBN94HZEA3K787JDBH|                         |         0 |               |         |0KZ5K2IT3YDJFEVNLGLC38YSVO1XU0I5|4H91RZ4AULUU0LXQ9E9KHLC19|          |0KZ5K2IT3YDJFEVNLGLC38YSVO1XU0I5|     |     |                                                            |
|  0J4COI7VZBT0OBN0P60872P5I0PGN9KA|D      |INA    |7.0/03 |20,070,511,100,625 |SAP     |      |X      |SAP     |20,070,511,100,625 |ODSO      |             |0XSA_DS02                               |IOBJ      |ATTR         |0XSADOCID                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0J4L6TF91P4660QA2AQVHZR23U2WH3NK|D      |INA    |7.0/03 |20,071,121,210,219 |SAP     |      |       |SAP     |20,071,121,210,219 |RSDS      |             |0GCC_GENOBJ_PROFILE_TEXT      ZFLAT2_SAP|IOBJ      |TEXT         |0GCC_PROFIL               |                         |                         |                         |                         |                         |         0 |               |         |04QRUXWE2K3R06QO10QPDB9UPHQM9EK8|                         |          |04QRUXWE2K3R06QO10QPDB9UPHQM9EK8|     |     |                                                            |
|  0J4XR0NBKQWFYJBSNJRGCKJ6OBO4DLV8|D      |INA    |7.0/03 |20,080,201,153,723 |SAP     |      |       |SAP     |20,080,201,153,723 |RSDS      |             |0BA_ALM_PRINCAMT              ZFLAT3_SAP|ODSO      |             |0BA_ALM1                  |                         |                         |                         |                         |                         |         0 |               |         |0LP78J6833WW4G0RGG4XKLUHQXGCSLY0|                         |          |0LP78J6833WW4G0RGG4XKLUHQXGCSLY0|     |     |                                                            |
|  0J553GZ2KNUYETMY6UAO0MBN897FFDMN|D      |INA    |7.0/03 |20,070,209,160,115 |SAP     |      |       |SAP     |20,070,209,160,115 |RSDS      |             |0WM_MS_TEXT                   SAP1      |IOBJ      |TEXT         |0WM_MS                    |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J5BD9X1KZTYT7N1Z4DC395EV0FK03WQ|D      |INA    |7.0/04 |20,080,421,132,036 |SAP     |      |X      |SAP     |20,080,421,132,036 |TRCS      |             |2LIS_13_VDITM                           |TRCS      |             |0RT_SALES                 |44S8HXAA9A120V3D9VUQK1ZI7|                         |                         |44S8HXHYS8MRJHMTFPX2U3Y7Z|                         |         0 |               |         |                                |44S8HXPNB78H2469LJZF45WXR|          |                                |     |     |                                                            |
|  0J5F2I3SMTXR5QKNF6X2KI175KDAVOYT|D      |INA    |7.0/03 |20,071,121,225,321 |SAP     |      |       |SAP     |20,071,121,225,321 |RSDS      |             |0GCC_MITRPT                   ZFLAT4_LEG|ODSO      |             |0GCC_MTAC                 |                         |                         |                         |                         |                         |         0 |               |         |080MF4OCCNJCKWITWQF6NGXKRRDY5SWD|                         |          |080MF4OCCNJCKWITWQF6NGXKRRDY5SWD|     |     |                                                            |
|  0J5FP1WG8CNG53ZB7WGBOA25882RGUUG|D      |INA    |7.0/03 |20,060,503,134,830 |SAP     |      |X      |SAP     |20,060,503,134,830 |TRCS      |             |0CRM_CIC_IBASE                          |ODSO      |             |0CIC_DS12                 |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0J5QDVRMI4EQNIY54SQASQA6TBQWPI1X|D      |INA    |7.0/03 |20,060,630,165,732 |SAP     |      |X      |SAP     |20,060,630,165,732 |ODSO      |             |0VK_DS03                                |CUBE      |             |0VKC03                    |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0J64CPB5ETAHY22AJ4CRCPYRCJIUJ071|D      |INA    |7.0/04 |20,090,420,190,918 |SAP     |      |X      |SAP     |20,090,420,190,918 |ODSO      |             |0GLS_INV                                |CUBE      |             |0GLS_C01                  |                         |                         |                         |7KU37C7GI8C3XTKCQRLO5QLSL|                         |         0 |               |         |                                |7KU37C7GI8C27J64AAN19B9VY|          |                                |     |     |                                                            |
|  0J6EKEA38JNL41CNSVNGYHLMRZ9GK2P1|D      |INA    |7.0/03 |20,070,125,234,745 |SAP     |      |       |SAP     |20,070,125,234,745 |RSDS      |             |0RT_AVRSPRD_ATTR_DEL          SAP712    |TRCS      |             |0RT_AVRSPRD_ATTR_DEL      |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J6JFFM6DLUU1FMSMN8AGGB4S22QEVNR|D      |INA    |7.0/04 |20,100,301,165,048 |SAP     |      |       |SAP     |20,100,301,165,048 |RSDS      |             |0CCMS_ASR_DATA                P2SCLNT023|ODSO      |             |0CCMWSMM                  |                         |                         |4OQKV21XG90O1MOTH8VS5RPYL|4OQKV29LZ7MDK989N2Y4FTOOD|                         |         0 |               |         |0L30B1BQZY3YONKO4S2YD2EY47T97PSB|4OQKV2HAI6832VRPSX0GPVNE5|          |0L30B1BQZY3YONKO4S2YD2EY47T97PSB|     |     |                                                            |
|  0J6NYVOLYOJTFKATVK7DDDP1P9FM4OJO|D      |INA    |7.0/03 |20,070,223,144,930 |SAP     |      |X      |SAP     |20,070,223,144,930 |RSDS      |             |2LIS_03_BX                    R/346C    |TRCS      |             |2LIS_03_BX_TR             |                         |                         |                         |0L4LC70CBK2FJRZLUM2NKVGDS|                         |         0 |               |X        |                                |0N9BHIYXOXT3OY6629S6F73JK|          |                                |     |     |                                                            |
|  0J6S0HNS52J7EXN5YTDFGYR377BMARE7|D      |INA    |7.0/03 |20,070,425,160,038 |SAP     |      |       |SAP     |20,070,425,160,038 |RSDS      |             |0UCBU_PART_ATTR_3             R/3700    |ODSO      |             |0UCIODS08                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J6V9SZZ9WDM0J3AIKDFAKCXMUL2JY05|D      |INA    |7.0/03 |20,070,119,181,632 |SAP     |      |X      |SAP     |20,070,119,181,632 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2CCLNT023|CUBE      |             |0CCMSAWCD                 |                         |                         |4SZ8CWAFHFLIAWGB33H0XMQLT|4SZ8CWI40E77TIZR8XJD7OPBL|                         |         0 |               |         |06ZE8Y16AIK7BFJPDCUT3KVMH96XXRUK|4SZ8CWPSJCSXC5J7ERLPHQO1D|          |06ZE8Y16AIK7BFJPDCUT3KVMH96XXRUK|     |     |                                                            |
|  0J7HSXSBON3LARSBUJJ93DBUJIN9419M|D      |INA    |7.0/03 |20,070,126,085,636 |SAP     |      |       |SAP     |20,070,126,085,636 |RSDS      |             |0RT_PA_TRAN_MOV_FIN           P2WCLNT023|TRCS      |             |0RT_PA_TRAN_MOV_FIN_TR    |4H91UF8ODKWKP7257B4FU4LRH|                         |                         |4H91UFGCWJIA7TLLD56S46KH9|                         |         0 |               |         |0FK3O0DMYLT1WJNL56Q69GBE3JHNITWR|4H91UFO1FI3ZQG51IZ94E8J71|          |0FK3O0DMYLT1WJNL56Q69GBE3JHNITWR|     |     |                                                            |
|  0J7IOPH60QA3K4LSHBYA3FAGOOS8XZVW|D      |INA    |7.0/04 |20,090,422,081,400 |SAP     |      |       |SAP     |20,090,422,081,400 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2SCLNT023|ODSO      |             |0CCMWDCLI                 |                         |                         |4OQKWX9JD0YY0UV8JBD84YHIL|4OQKWXH7VZKNJHEOP5FKF0G8D|                         |         0 |               |         |075XW82SD6P0N42VRDJQXF51EAYN0B9B|4OQKWXOWEY6D23Y4UZHWP2EY5|          |075XW82SD6P0N42VRDJQXF51EAYN0B9B|     |     |                                                            |
|  0J7T2I0F8QM0UTB2UNDHIH989NHNNQDV|D      |INA    |7.0/03 |20,061,230,000,034 |SAP     |      |       |SAP     |20,061,230,000,034 |RSDS      |             |0SRM_MD_CM_PRIO_TEXT          R/3700    |IOBJ      |TEXT         |0SRM_MD_PTY               |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0J80NVRRP7I19MME8K6QDR7QMDTQL61H|D      |INA    |7.0/04 |20,090,420,181,605 |SAP     |      |X      |SAP     |20,090,420,181,605 |TRCS      |             |2LIS_02_SCL                             |ODSO      |             |0BBP_PO                   |451HUDHBOQF0MLDEWLIRJC5J3|                         |                         |451HUDP07P0Q57WV2FL3TE48V|                         |         0 |               |         |                                |451HUDWOQNMFNUGB89NG3G2YN|          |                                |     |     |                                                            |
|  0J86ZQ090LLQA34NYCTD74X2PTE5NJCI|D      |INA    |7.0/04 |20,080,822,191,606 |SAP     |      |       |SAP     |20,080,822,191,606 |RSDS      |             |0GCC_PRMVL_PROF_VIOLS         GAC000    |CUBE      |             |0GCC_PPV                  |                         |                         |                         |49QQWPB9M9WMRBJR1UMM55LG6|                         |         0 |               |X        |                                |49QQWPIY58IC9Y377OOYF7K5Y|          |                                |     |     |                                                            |
|  0J88QLD9XLWOI6WE5R9X21ALSEB763LZ|D      |INA    |7.0/04 |20,080,507,095,235 |SAP     |      |       |SAP     |20,080,507,095,235 |RSDS      |             |0SRM_REL_CT                   R/3700    |TRCS      |             |0SR_REL_CT                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |RSDS 0SRM_REL_CT E6SCLNT300 -> TRCS 0SR_REL_CT              |
|  0J8APBUEIBPH47HN3BZYB4FOQO4LVE8Y|D      |INA    |7.0/03 |20,070,119,143,651 |SAP     |      |       |SAP     |20,070,119,143,651 |RSDS      |             |0CCMS_ASR_DATA                P2CCLNT023|CUBE      |             |0CCMSADBP                 |                         |                         |4SZ8BPEHM8E1B1V2I8EGSNWOH|4SZ8BPM656ZQTOEIO2GT2PVE9|                         |         0 |               |         |0HAVPWOQ9ZZI8VN9QR4ZR6CLHSFXDTTY|4SZ8BPTUO5LGCAXYTWJ5CRU41|          |0HAVPWOQ9ZZI8VN9QR4ZR6CLHSFXDTTY|     |     |                                                            |
|  0J8EC7797GTZQ2PSZ70CLXRZNFH7C98X|D      |INA    |7.0/03 |20,070,806,123,303 |SAP     |      |X      |SAP     |20,070,806,123,303 |RSDS      |             |0FI_AP_30                     R/3700    |CUBE      |             |0FIAP_C30                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
