19.04.2015                                                                                                                                                                                                                                                                                      Dynamic List Display                                                                                                                                                                                                                                                                                              1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  TRANID                          |OBJVERS|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM  |           TIMESTMP|SOURCETYPE|SOURCESUBTYPE|SOURCENAME                              |TARGETTYPE|TARGETSUBTYPE|TARGETNAME                |STARTROUTINE             |ENDROUTINE               |EXPERT                   |GLBCODE                  |TRANPROG                 |VERSION_CUR|TARGET_TAB_TYPE|IS_SHADOW|SHADOW_TRANID                   |GLBCODE2                 |ALL_FIELDS|ORGTRANID                       |TXTSH|TXTMD|TXTLG                                                       |
|  0MJLDLOM2VREC0B1YBLP7XIAI9WJ3VRM|M      |ACT    |       |                 0 |00185381|      |X      |30104675|20,141,027,104,325 |ODSO      |             |ZO00217                                 |DEST      |             |ZOHSEM001                 |                         |                         |                         |                         |4WTDEGIQ0DF4JBZ4MWVTYF8Z4|         0 |               |         |                                |                         |          |0MJLDLOM2VREC0B1YBLP7XIAI9WJ3VRM|     |     |                                                            |
|  0MJLFQKAYLF0QRU5WN85M8HH7W9SYW99|D      |INA    |7.0/03 |20,070,502,114,433 |SAP     |      |       |SAP     |20,070,502,114,433 |RSDS      |             |0UC_WRTHMD_TEXT               R/3710    |IOBJ      |TEXT         |0UC_WRTHMD                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MJQ84E4QWYOLJK9TGOYRRN7IVUPELF1|D      |INA    |7.0/03 |20,060,418,224,254 |SAP     |      |X      |SAP     |20,060,418,224,254 |RSDS      |             |0VK_VOICE_DIALOG_STATISTICS   PC_FILE   |ODSO      |             |0VK_DS02                  |                         |                         |                         |                         |                         |         0 |               |         |0LX7Y9L9FOY5ANL4Y66UHZ1FAJ479MN3|                         |          |0LX7Y9L9FOY5ANL4Y66UHZ1FAJ479MN3|     |     |                                                            |
|  0MJRXV8YWURIENCJK8HL51GDSG2OQU4L|D      |INA    |7.0/03 |20,061,220,140,240 |SAP     |      |X      |SAP     |20,061,220,140,240 |ODSO      |             |0CLM_DS01                               |CUBE      |             |0CLM_C01                  |                         |                         |                         |                         |                         |         0 |               |         |                                |                         |          |                                |     |     |                                                            |
|  0MJVGXETB4JTGX6VPZBMXG4WXIKNS7UD|D      |INA    |7.0/03 |20,070,313,171,538 |SAP     |      |       |SAP     |20,070,313,171,538 |RSDS      |             |0PU_FDCODE_TEXT               R/3710    |IOBJ      |TEXT         |0PU_FDCODE                |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MJYSFY76LA3HF9O0SCUL5J3U92YEGRT|D      |INA    |7.0/04 |20,080,612,104,603 |SAP     |      |       |SAP     |20,080,612,104,603 |RSDS      |             |0PM_SCH_PLND_ORDER            R/3701    |CUBE      |             |0PM_R11                   |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MK4UJV02RR8ZBVR66VLGC6YS9E7H67U|D      |INA    |7.0/03 |20,071,211,191,003 |SAP     |      |       |SAP     |20,071,211,191,003 |RSDS      |             |0GCC_MITROLE                            |CUBE      |             |0GCC_MTRL                 |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MK56H3O2Z3DY6STL6Z3PS4TYAY35LSW|D      |INA    |7.0/03 |20,070,226,074,508 |SAP     |      |X      |SAP     |20,070,226,074,508 |RSDS      |             |2LIS_03_UM                    R/3710    |TRCS      |             |2LIS_03_UM_TR             |                         |                         |                         |A8P9OO34B7Q127PXSGWTR9IGG|                         |         0 |               |X        |06NTF1ZDTGT7Y4JVBD628CTZENNHQDTQ|AATZU01POLGP7DWI04MCLL5M8|          |                                |     |     |                                                            |
|  0MKCH7646PZJGAZQGB83J3LB6X9Z182G|D      |INA    |7.0/03 |20,071,121,200,600 |SAP     |      |       |SAP     |20,071,121,200,600 |RSDS      |             |0GCC_ADMIN_TEXT               ZFLAT4_LEG|IOBJ      |TEXT         |0GCC_ADMIN                |                         |                         |                         |                         |                         |         0 |               |         |09HCTR9FFMGZZ33VXQYDFT9SV4HAAFN2|                         |          |09HCTR9FFMGZZ33VXQYDFT9SV4HAAFN2|     |     |                                                            |
|  0MKY182BWNLDR20IZGFDS8JYJUACA631|D      |INA    |7.0/03 |20,071,224,031,817 |SAP     |      |X      |SAP     |20,071,224,031,817 |RSDS      |             |0GAE_BUSUBPRO_LOC             ZFLATF_LEG|ODSO      |             |0GAE_BSPL                 |                         |                         |                         |4GWB2FEMEKEB30RC3TSV0B38T|                         |         0 |               |         |0K7S93HFMGVN4RI3N1OAV20UTXTM2RZP|4GWB2FMAXJ00LNAS9NV7AD1YL|          |0K7S93HFMGVN4RI3N1OAV20UTXTM2RZP|     |     |                                                            |
|  0MKYTBW5QHGJ16OC3J856RC0FG12OE81|A      |ACT    |       |                 0 |50221927|      |X      |10161884|20,130,425,110,304 |ODSO      |             |ZO00182                                 |ODSO      |             |ZO00197                   |4P519YF16PNVVZP2AXT8H2MUL|4P519YMPPO9LEM8IGRVKR4LKD|                         |4P519YUE8MVAX8RYMLXX16KA5|4P4VIK53OOOCP0ZAE5YDWGR3H|         0 |               |         |                                |4P519Z22RLH0FVBESG09B8IZX|          |0MKYTBW5QHGJ16OC3J856RC0FG12OE81|     |     |                                                            |
|  0MKYTBW5QHGJ16OC3J856RC0FG12OE81|M      |ACT    |       |                 0 |50221927|      |X      |50221927|20,120,215,141,241 |ODSO      |             |ZO00182                                 |ODSO      |             |ZO00197                   |4P519YF16PNVVZP2AXT8H2MUL|4P519YMPPO9LEM8IGRVKR4LKD|                         |4P519YUE8MVAX8RYMLXX16KA5|4P4VIK53OOOCP0ZAE5YDWGR3H|         0 |               |         |                                |4P519Z22RLH0FVBESG09B8IZX|          |0MKYTBW5QHGJ16OC3J856RC0FG12OE81|     |     |                                                            |
|  0MLMYGRRJ3Q8PP05NEKKK7OAF4KCVI2C|D      |INA    |7.0/03 |20,071,217,224,009 |SAP     |      |       |SAP     |20,071,217,224,009 |RSDS      |             |0RF_CHARVAL_TEXT              R/3700    |TRCS      |             |0RT_CHARVAL_TEXT_TR       |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MLOLOHEP069NAR3UCZ2LRRVITF5F7G2|D      |INA    |7.0/03 |20,070,119,125,032 |SAP     |      |X      |SAP     |20,070,119,125,032 |RSDS      |             |0CCMS_WEBAS_STATREC_DATA      P2SCLNT023|CUBE      |             |0CCMSATIM                 |                         |                         |4OQKWNVK6QFR9B3HEKI7UK20D|4OQKWO38PP1GRXMXKEKK4M0Q5|                         |         0 |               |         |0IDAX66924SCDIOIY8W35JAROF98WE58|4OQKWOAX8NN6AK6DQ8MWENZFX|          |0IDAX66924SCDIOIY8W35JAROF98WE58|     |     |                                                            |
|  0MLRQVGR6T3DSIHV02BWHUXBEP4TZHSJ|D      |INA    |7.0/03 |20,071,224,032,930 |SAP     |      |X      |SAP     |20,071,224,032,930 |RSDS      |             |0GAE_BUSSPROC_LOC             ZFLAT3_SAP|ODSO      |             |0GAE_BUPL                 |                         |                         |                         |4GWAQQ7QP613R2B459FJOLHRH|                         |         0 |               |         |0I6MD05M9SIGAQ2HVVJIMFBHB0MXDB3B|4GWAQQFF84MT9OUKB3HVYNGH9|          |0I6MD05M9SIGAQ2HVVJIMFBHB0MXDB3B|     |     |                                                            |
|  0MM4CYPBKT6NLN4LFZGASYZWTBAO8JS8|D      |INA    |7.0/03 |20,070,223,144,745 |SAP     |      |X      |SAP     |20,070,223,144,745 |RSDS      |             |2LIS_03_BX                    R/345B    |TRCS      |             |2LIS_03_BX_TR             |412PIJS1Z8LWLYWX9ZDA5A4Z4|                         |                         |437FNVQNCMCKR53HHN2SZLS4W|                         |         0 |               |X        |                                |45C5T7P8Q038WBA1PASBTXFAO|          |                                |     |     |                                                            |
|  0MMC971L2LZM58DF8QB9LVU5HA9JIHM6|D      |INA    |7.0/05 |20,090,305,221,347 |SAP     |      |       |SAP     |20,090,305,221,347 |RSDS      |             |0GPC_TP_TEXT                  SAPGRC010 |IOBJ      |TEXT         |0GPC_TP                   |                         |                         |                         |                         |                         |         0 |               |X        |                                |                         |          |                                |     |     |                                                            |
|  0MMSQ5O2EB4VV7L4QZSOJPU324EXR2QJ|D      |INA    |7.0/03 |20,070,119,125,329 |SAP     |      |       |SAP     |20,070,119,125,329 |RSDS      |             |0CCMS_ASR_DATA                P20CLNT023|CUBE      |             |0CCMSATIM                 |                         |                         |4NJ0DDGMXZK489K4KBT1K9SMP|4NJ0DDOBGY5TQW3KQ5VDUBRCH|                         |         0 |               |         |0ABOJ0DHVU3MYJYPD246JSYBL65VNECX|4NJ0DDVZZWRJ9IN0VZXQ4DQ29|          |0ABOJ0DHVU3MYJYPD246JSYBL65VNECX|     |     |                                                            |
